node,row_idx,A_i_r_db,is_clean_row
Node4-Bogota,54,-0.2840237100707288,True
Node4-Bogota,55,-0.2392276503637279,True
Node4-Bogota,56,0.2518191014355662,True
Node4-Bogota,57,0.14529921067947607,True
Node4-Bogota,58,0.23318572352266573,True
Node4-Bogota,59,0.02086181096270681,True
Node4-Bogota,60,-0.16871960752104798,True
Node4-Bogota,61,-0.5406279635761578,True
Node4-Bogota,62,-0.023881224801239997,True
Node4-Bogota,63,0.11551007464687793,True
Node4-Bogota,64,-0.31311214838760026,True
Node4-Bogota,65,-0.19058133843477754,True
Node4-Bogota,66,-0.05498941509652866,True
Node4-Bogota,67,-0.139970554758879,True
Node4-Bogota,68,0.0007799600067154577,True
Node4-Bogota,69,0.17670062091970723,True
Node4-Bogota,70,-0.2976330504009671,True
Node4-Bogota,71,-0.6412747989219507,True
Node4-Bogota,72,-0.10177354152211154,True
Node4-Bogota,73,,False
Node4-Bogota,74,-0.12044129640806239,True
Node4-Bogota,75,,False
Node4-Bogota,76,-0.2817562254785506,True
Node4-Bogota,77,0.12880514611033184,True
Node4-Bogota,78,-0.36627025936440005,True
Node4-Bogota,79,-0.022577205120804023,True
Node4-Bogota,80,-0.25846555081516653,True
Node4-Bogota,81,-0.7163026821368145,True
Node4-Bogota,82,-0.07291551001366994,True
Node4-Bogota,83,-0.16440915154525587,True
Node4-Bogota,84,-0.33456118703501303,True
Node4-Bogota,85,-0.1560020959295194,True
Node4-Bogota,86,-0.23959913165829638,True
Node4-Bogota,87,0.04506707874358525,True
Node4-Bogota,88,-0.364052282369172,True
Node4-Bogota,89,,False
Node4-Bogota,90,-0.14691196680273158,True
Node4-Bogota,91,0.045251452435935646,True
Node4-Bogota,92,0.07810977952516324,True
Node4-Bogota,93,0.33848120510484797,True
Node4-Bogota,94,-0.2828990921311423,True
Node4-Bogota,95,-0.04242954226496603,True
Node4-Bogota,96,0.1054680030967697,True
Node4-Bogota,97,0.10862566122305686,True
Node4-Bogota,98,-0.2713683556657783,True
Node4-Bogota,99,-0.03675150477513617,True
Node4-Bogota,100,0.19210050712489746,True
Node4-Bogota,101,-0.046909150138210065,True
Node4-Bogota,102,0.03329018746444004,True
Node4-Bogota,103,0.3376115768231678,True
Node4-Bogota,104,-0.06156106953793433,True
Node5-Bogota,0,0.6457038768595776,True
Node5-Bogota,1,,False
Node5-Bogota,2,0.6718829957353804,True
Node5-Bogota,3,0.5401223112973361,True
Node5-Bogota,4,0.7084108734478226,True
Node5-Bogota,5,0.530562884978504,True
Node5-Bogota,6,0.2693583033818452,True
Node5-Bogota,7,0.5069501379891024,True
Node5-Bogota,8,,False
Node5-Bogota,9,0.5069914014195767,True
Node5-Bogota,10,0.575975055941538,True
Node5-Bogota,11,0.5477267586191233,True
Node5-Bogota,12,0.5587257904605829,True
Node5-Bogota,13,-0.1939359764762309,True
Node5-Bogota,14,-0.040290609054872695,True
Node5-Bogota,15,0.3686138164090569,True
Node5-Bogota,16,-0.014918828525633254,True
Node5-Bogota,17,0.18236291419858697,True
Node5-Bogota,18,0.24862178992420345,True
Node5-Bogota,19,0.10216331235918029,True
Node5-Bogota,20,0.4887966122139192,True
Node5-Bogota,21,-0.19302512381709222,True
Node5-Bogota,22,0.4441705695833794,True
Node5-Bogota,23,0.1173670353012903,True
Node5-Bogota,24,-0.4899104226222655,True
Node5-Bogota,25,-0.03771306810662042,True
Node5-Bogota,26,0.4368966519295294,True
Node5-Bogota,27,-0.12355480379505579,True
Node5-Bogota,28,0.3829125561449985,True
Node5-Bogota,29,0.2148890061600468,True
